Date,Close,9-day,21-day,Signal
2024-01-02,190.72000122070312,,,
2024-01-03,189.1300048828125,,,
2024-01-04,189.32000732421875,,,
2024-01-05,189.35000610351562,,,
2024-01-08,187.8699951171875,,,
2024-01-09,187.92999267578125,,,
2024-01-10,187.5,,,
2024-01-11,187.8699951171875,,,
2024-01-12,189.7100067138672,188.82222323947482,,
2024-01-16,187.91000366210938,188.51000128851996,,
2024-01-17,185.83999633789062,188.14444478352866,,
2024-01-18,187.3699951171875,187.92777676052518,,
2024-01-19,187.92999267578125,187.76999749077692,,
2024-01-22,187.22000122070312,187.69777594672308,,
2024-01-23,187.9499969482422,187.6999986436632,,
2024-01-24,186.39999389648438,187.57777574327258,,
2024-01-25,187.13999938964844,187.49666510687933,,
2024-01-26,187.00999450683594,187.19666375054254,,
2024-01-29,188.3300018310547,187.24333021375867,,
2024-01-30,188.58999633789062,187.54888576931424,,
2024-01-31,188.4499969482422,187.66888597276477,188.07333228701637,
2024-02-01,190.41000366210938,187.94444274902344,188.0585704985119,
2024-02-02,188.61000061035156,188.09888712565103,188.03380839029947,BUY
2024-02-05,187.57000732421875,188.0566660563151,187.95047505696616,
2024-02-06,188.5500030517578,188.2955559624566,187.9123796735491,
2024-02-07,188.5,188.44666714138455,187.942379906064,
2024-02-08,188.3300018310547,188.5933346218533,187.96142796107702,
2024-02-09,187.60000610351562,188.51222398546008,187.96619015648253,
2024-02-12,187.11000061035156,188.34778001573352,187.92999994187127,
2024-02-13,184.52999877929688,187.91222466362848,187.68333289736793,
2024-02-14,184.4199981689453,187.24666849772134,187.51714215959822,SELL
2024-02-15,185.66000366210938,186.91889105902777,187.5085710797991,
2024-02-16,186.33999633789062,186.782223171658,187.45952351888022,
2024-02-20,187.47000122070312,186.66222296820746,187.4376191638765,
2024-02-21,187.47999572753906,186.54888916015625,187.4499998546782,
2024-02-22,187.55999755859375,186.4633331298828,187.43142845517113,
2024-02-23,188.6199951171875,186.57666524251303,187.53714279901413,
2024-02-26,188.1999969482422,186.69777594672308,187.58761887323288,
2024-02-27,188.0,187.08333163791232,187.63476199195497,
2024-02-28,188.33999633789062,187.51888699001736,187.63523792085192,
2024-02-29,189.30999755859375,187.9244418674045,187.66952369326637,BUY
2024-03-01,192.88999938964844,188.65221998426648,187.88095238095238,
2024-03-04,196.00999450683594,189.60110812717014,188.14761861165366,
2024-03-05,197.19000244140625,190.67999776204428,188.55619012741815,
2024-03-06,198.80999755859375,191.92999776204428,189.0914277576265,
2024-03-07,199.94000244140625,193.18777635362414,189.63380868094308,
2024-03-08,201.6300048828125,194.67999945746527,190.25904700869606,
2024-03-11,202.0,196.23555501302084,190.90999930245536,
2024-03-12,199.7899932861328,197.50777689615884,191.49047488257997,
2024-03-13,201.19000244140625,198.82777743869357,192.16095116024925,
2024-03-14,200.35000610351562,199.65666707356772,192.9142848423549,
2024-03-15,199.7100067138672,200.06777954101562,193.6423804873512,
2024-03-18,200.02999877929688,200.38333468967014,194.32666596912202,
2024-03-19,199.8000030517578,200.4933353000217,194.96761866978235,
2024-03-20,202.17999267578125,200.74222310384116,195.66809445335753,
2024-03-21,201.97000122070312,200.7800004747179,196.35809471493675,
2024-03-22,200.35000610351562,200.59666781955295,196.9671427408854,
2024-03-25,200.99000549316406,200.73000250922308,197.55619085402716,
2024-03-26,201.63999938964844,200.78000217013889,198.1961909702846,
2024-03-27,203.10000610351562,201.08555772569446,198.91523887997582,
2024-03-28,205.72000122070312,201.75333489312067,199.74285816010973,
2024-04-01,207.82000732421875,202.61889139811197,200.62428719656808,
2024-04-02,210.88999938964844,203.85111321343317,201.48143005371094,
2024-04-03,212.74000549316406,205.02444797092014,202.27809724353608,
2024-04-04,211.52000427246094,206.08555942111545,202.96047828311012,
2024-04-05,215.13999938964844,207.72889200846353,203.73809741792223,
2024-04-08,216.47999572753906,209.45000203450522,204.52571614583334,
2024-04-09,217.6699981689453,211.23111300998264,205.2895253499349,
2024-04-10,215.61000061035156,212.62111239963107,205.9376206170945,
2024-04-11,219.8000030517578,214.18555704752603,206.8904782249814,
2024-04-12,216.88999938964844,215.1933339436849,207.63809712727866,
2024-04-15,220.9499969482422,216.3111114501953,208.61904907226562,
2024-04-16,221.22000122070312,217.25333319769965,209.6433345249721,
2024-04-17,219.58999633789062,218.1499989827474,210.57476298014322,
2024-04-18,220.33999633789062,218.72777642144098,211.5528578985305,
2024-04-19,221.02999877929688,219.23333231608072,212.45047723679315,
2024-04-22,215.57000732421875,219.0,213.0980965750558,
2024-04-23,215.0399932861328,218.9366658528646,213.79761977422805,
2024-04-24,214.63999938964844,218.36333211263022,214.44761948358445,
2024-04-25,215.9199981689453,218.25555419921875,215.12761942545572,
2024-04-26,216.6199951171875,217.7744428846571,215.77142842610678,
2024-04-29,216.17999267578125,217.21444193522134,216.26952325730096,
2024-04-30,211.8699951171875,216.3566640218099,216.46237981887091,SELL
2024-05-01,213.7899932861328,215.6288859049479,216.60047476632255,
2024-05-02,213.1300048828125,214.75110880533853,216.61904616582962,
2024-05-03,212.9600067138672,214.4611087375217,216.6876177106585,
2024-05-06,215.1999969482422,214.47888692220053,216.69047473725817,
2024-05-07,214.2100067138672,214.43110995822482,216.58238002232142,
2024-05-08,213.5800018310547,214.17111036512586,216.38761829194567,
2024-05-09,216.9499969482422,214.20777723524304,216.45142764136904,
2024-05-10,218.7100067138672,214.48888990614148,216.39952305385046,
2024-05-13,216.25999450683594,214.97666761610242,216.36952282133558,
2024-05-14,218.08999633789062,215.45444573296442,216.23333231608072,
2024-05-15,220.88999938964844,216.31666734483508,216.21761794317337,BUY
2024-05-16,220.02999877929688,217.1022220187717,216.23857044038317,
2024-05-17,223.66000366210938,218.04222276475696,216.39666602725075,
2024-05-20,224.55999755859375,219.19222174750433,216.56476120721726,
2024-05-21,224.22999572753906,220.37555440266928,216.97714160737536,
2024-05-22,220.11000061035156,220.72666592068143,217.21857052757628,
2024-05-23,215.72000122070312,220.39444308810764,217.2699991861979,
2024-05-24,215.9199981689453,220.3566657172309,217.2699991861979,
2024-05-28,218.19000244140625,220.3677775065104,217.34476143973214,
2024-05-29,216.16000366210938,219.84222242567273,217.34380958193825,
2024-05-30,216.57000732421875,219.45777893066406,217.56761968703498,
2024-05-31,215.3000030517578,218.52888997395834,217.6395249139695,
2024-06-03,217.22000122070312,217.71333482530383,217.83428664434524,SELL
2024-06-04,215.27000427246094,216.71778021918402,217.9442865280878,
2024-06-05,217.82000732421875,216.46333652072482,218.06904892694382,
2024-06-06,219.42999267578125,216.8755577935113,218.31761968703498,
2024-06-07,211.60000610351562,216.39555867513022,218.22333417619978,
2024-06-10,213.5399932861328,215.87889099121094,218.06095304943267,
2024-06-11,214.14999389648438,215.65555657280817,217.84380958193825,
2024-06-12,214.72000122070312,215.4500003390842,217.77047656831286,
2024-06-13,212.97000122070312,215.19111124674478,217.52666727701822,
2024-06-14,215.72999572753906,215.02555508083768,217.2809528169178,
2024-06-17,214.61000061035156,214.9522213406033,217.02285766601562,
2024-06-18,215.47000122070312,214.6911095513238,216.63285754975817,
2024-06-20,218.16000366210938,214.5499996609158,216.32809593563988,
2024-06-21,214.77999877929688,214.90333218044705,215.87809608096168,
2024-06-24,215.6300048828125,215.13555569118924,215.66476295107887,
2024-06-25,214.55999755859375,215.18111165364584,215.60952468145462,
2024-06-26,212.5800018310547,214.9433339436849,215.45047723679315,
2024-06-27,214.99000549316406,215.16777886284723,215.29809642973402,
2024-06-28,215.00999450683594,215.08777872721353,215.2433340890067,
2024-07-01,215.57000732421875,215.19444613986545,215.19571504138764,
2024-07-02,215.55999755859375,215.20444573296442,215.20809573218935,
2024-07-03,217.99000549316406,215.18555704752603,215.24476260230654,
2024-07-05,220.92999267578125,215.86888970269098,215.51428585960753,BUY
2024-07-08,218.19000244140625,216.15333387586804,215.53190467471168,
2024-07-09,218.55999755859375,216.5977783203125,215.49047633579798,
